EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,Birthorder,Extraversion,Childrenhad,Birthdayorderratio
3,4,5,4,4,4,4,3,4,3,1,3.8,2,0.5
5,4,5,4,5,4,5,3,4,3,1,4.2,4,0.25
5,4,5,4,1,4,5,4,5,4,2,4.1,4,0.5
2,2,5,2,3,2,3,0,3,0,1,2.2,5,0.2
3,0,3,2,3,3,3,2,3,2,2,2.4,2,1
3,2,1,3,5,3,3,0,2,3,2,2.5,2,1
3,4,5,3,4,4,4,2,4,3,1,3.6,2,0.5
1,0,3,1,2,0,2,4,2,0,2,1.5,2,1
2,3,2,1,2,4,2,3,2,3,2,2.4,2,1
2,3,2,3,4,3,2,3,5,3,1,3,2,0.5
3,4,4,4,5,4,5,3,5,4,1,4.1,3,0.333333333
1,1,3,1,4,1,3,0,3,1,2,1.8,2,1
4,1,4,3,5,3,1,4,5,3,1,3.3,3,0.333333333
4,3,4,2,5,4,2,3,4,1,2,3.2,3,0.666666667
2,2,3,1,3,2,1,0,1,0,1,1.5,3,0.333333333
1,1,2,0,2,2,2,1,2,1,1,1.4,2,0.5
3,1,4,1,4,4,3,1,5,3,1,2.9,1,1
1,0,2,0,2,0,1,0,1,0,2,0.7,2,1
3,1,4,3,3,2,4,4,5,3,2,3.2,4,0.5
3,2,4,2,3,1,4,2,5,2,1,2.8,1,1
3,3,4,1,4,4,4,3,4,3,2,3.3,2,1
1,1,3,1,4,0,2,1,2,1,4,1.6,4,1
3,3,2,3,4,4,5,4,4,3,1,3.5,1,1
4,5,4,4,4,4,5,3,4,3,2,4,2,1
3,2,5,1,5,4,5,1,3,3,1,3.2,2,0.5
3,2,2,0,1,0,3,0,2,1,1,1.4,2,0.5
1,2,2,1,2,4,1,1,2,1,2,1.7,2,1
3,0,5,0,3,0,3,0,5,0,2,1.9,3,0.666666667
3,2,3,1,3,3,2,0,2,1,1,2,2,0.5
1,0,1,0,1,4,1,0,2,0,2,1,3,0.666666667
3,4,4,2,5,4,3,2,3,1,1,3.1,2,0.5
1,1,2,0,2,1,1,3,2,1,2,1.4,2,1
3,1,2,0,3,1,3,2,2,1,4,1.8,4,1
3,1,4,0,4,1,3,0,3,0,1,1.9,6,0.166666667
4,2,2,3,3,3,2,2,4,2,1,2.7,1,1
3,2,3,2,3,3,2,1,3,2,1,2.4,3,0.333333333
3,1,4,1,3,4,1,0,3,0,2,2,4,0.5
3,4,3,1,4,3,2,2,2,3,1,2.7,2,0.5
1,1,4,1,2,1,2,0,1,1,1,1.4,3,0.333333333
5,3,3,3,4,4,4,4,5,3,2,3.8,2,1
3,3,3,2,3,3,2,2,4,0,1,2.5,3,0.333333333
3,2,4,3,5,3,3,2,2,2,1,2.9,3,0.333333333
1,3,4,2,4,4,4,1,1,3,2,2.7,3,0.666666667
3,3,3,2,4,4,2,2,4,1,1,2.8,3,0.333333333
3,4,4,4,5,4,5,0,1,4,2,3.4,2,1
4,2,3,0,5,4,5,3,5,1,1,3.2,2,0.5
1,3,0,4,5,4,4,3,5,3,3,3.2,3,1
4,3,4,3,5,3,2,3,5,2,1,3.4,3,0.333333333
3,2,3,1,5,4,4,1,3,1,1,2.7,2,0.5
4,3,4,2,4,3,5,2,3,1,2,3.1,3,0.666666667
1,4,3,0,5,4,3,0,5,4,2,2.9,2,1
1,3,5,2,5,4,3,3,3,2,1,3.1,3,0.333333333
4,1,3,3,4,3,4,2,4,2,3,3,4,0.75
5,2,5,4,5,4,4,2,2,2,2,3.5,3,0.666666667
3,1,4,1,4,4,1,0,3,0,1,2.1,3,0.333333333
2,3,5,2,5,3,3,1,2,3,1,2.9,2,0.5
3,1,3,1,2,1,1,1,4,0,1,1.7,2,0.5
3,0,4,2,4,1,4,3,5,2,2,2.8,2,1
2,0,5,0,2,0,3,0,2,0,1,1.4,2,0.5
4,3,4,3,4,4,4,1,2,1,3,3,3,1
3,4,3,2,4,4,3,2,3,1,2,2.9,2,1
1,2,3,1,3,3,2,0,2,0,2,1.7,3,0.666666667
3,3,3,1,4,3,3,1,4,1,2,2.6,3,0.666666667
2,2,4,1,3,3,3,0,4,1,2,2.3,5,0.4
3,2,2,2,3,2,3,0,1,1,1,1.9,2,0.5
2,2,5,1,5,4,4,2,5,4,1,3.4,2,0.5
1,3,3,1,3,1,1,0,1,0,1,1.4,2,0.5
4,4,5,3,5,4,4,4,5,3,4,4.1,4,1
4,1,2,2,2,3,1,1,2,2,1,2,2,0.5
2,3,2,2,3,3,3,1,2,1,4,2.2,5,0.8
2,1,2,1,1,3,2,1,2,1,3,1.6,4,0.75
2,3,3,1,4,3,1,1,4,1,2,2.3,2,1
5,0,5,3,5,3,5,4,5,4,1,3.9,1,1
5,3,5,4,5,1,5,2,5,4,1,3.9,1,1
4,4,5,4,5,4,3,2,4,4,2,3.9,2,1
3,1,2,1,3,0,4,3,5,0,2,2.2,2,1
4,3,5,3,4,4,5,3,5,0,1,3.6,1,1
3,4,3,4,5,3,3,4,5,2,2,3.6,2,1
2,2,4,1,3,3,4,1,3,2,1,2.5,3,0.333333333
4,2,3,2,1,3,1,2,5,0,2,2.3,2,1
2,3,3,4,3,4,1,4,4,2,1,3,2,0.5
4,4,5,3,5,0,5,1,4,3,1,3.4,2,0.5
1,2,1,1,1,1,2,2,4,1,2,1.6,3,0.666666667
2,2,2,2,3,1,2,2,3,1,2,2,2,1
1,3,3,3,4,3,1,1,2,0,1,2.1,3,0.333333333
5,4,4,3,4,4,5,3,5,3,1,4,1,1
4,4,5,4,4,4,5,4,5,4,1,4.3,2,0.5
2,1,3,2,4,2,1,1,2,0,2,1.8,2,1
1,0,2,1,1,0,1,0,1,0,2,0.7,3,0.666666667
4,4,5,4,5,3,5,3,5,4,2,4.2,3,0.666666667
2,2,3,1,2,2,3,0,1,1,3,1.7,3,1
5,3,4,2,3,2,4,3,3,0,2,2.9,7,0.285714286
2,2,4,3,3,3,5,3,5,1,1,3.1,5,0.2
1,4,1,2,5,4,1,1,5,1,1,2.5,2,0.5
2,2,2,1,2,3,1,4,1,1,2,1.9,5,0.4
3,2,3,2,4,3,2,2,3,2,1,2.6,6,0.166666667
3,3,3,2,3,4,4,1,3,2,3,2.8,3,1
5,4,5,3,4,4,5,3,4,3,2,4,2,1
3,2,2,0,2,3,2,0,1,1,1,1.6,2,0.5
1,1,1,0,3,3,1,0,1,0,1,1.1,1,1
1,3,2,1,2,3,1,2,2,1,2,1.8,2,1
1,0,2,1,2,1,1,1,3,0,3,1.2,3,1
3,3,4,3,4,3,4,2,3,3,2,3.2,2,1
3,3,3,0,4,2,2,0,1,1,1,1.9,3,0.333333333
1,2,2,0,2,2,1,0,2,0,1,1.2,2,0.5
3,4,5,2,4,4,3,0,5,1,1,3.1,1,1
5,4,2,4,5,3,5,3,4,4,3,3.9,3,1
4,3,4,3,5,3,4,1,1,3,1,3.1,3,0.333333333
4,3,4,2,4,3,2,3,4,1,1,3,2,0.5
3,2,5,2,4,3,4,1,4,3,2,3.1,2,1
2,4,4,2,4,4,4,1,3,1,2,2.9,3,0.666666667
2,3,2,2,1,2,2,1,3,1,2,1.9,3,0.666666667
2,2,4,3,2,3,2,2,4,3,1,2.7,2,0.5
3,0,3,1,4,2,1,0,1,2,1,1.7,2,0.5
2,3,5,2,5,2,3,2,3,2,4,2.9,4,1
2,1,3,1,3,4,1,1,2,1,1,1.9,1,1
1,0,1,0,1,1,1,0,1,0,6,0.6,6,1
4,4,5,4,5,4,4,4,5,4,1,4.3,1,1
3,3,5,3,4,4,4,3,4,3,2,3.6,2,1
3,1,2,2,3,3,2,0,2,2,2,2,2,1
1,3,2,3,3,3,2,1,2,1,5,2.1,9,0.555555556
1,1,4,1,2,3,1,1,1,3,3,1.8,4,0.75
3,1,4,1,4,3,4,0,4,2,3,2.6,3,1
1,1,3,0,3,1,1,1,1,0,1,1.2,3,0.333333333
1,4,4,3,5,3,4,1,1,0,2,2.6,3,0.666666667
1,1,4,0,1,1,1,1,3,1,2,1.4,3,0.666666667
1,3,1,1,2,2,1,2,2,0,2,1.5,2,1
4,4,4,0,5,3,4,3,4,1,2,3.2,4,0.5
3,3,1,3,4,3,2,3,4,3,2,2.9,2,1
3,3,2,0,4,4,2,0,1,1,2,2,2,1
1,4,2,4,1,4,1,4,1,0,1,2.2,2,0.5
1,0,1,0,1,2,1,0,1,0,1,0.7,3,0.333333333
3,3,4,2,4,3,3,1,1,1,1,2.5,2,0.5
2,2,4,1,2,2,2,2,2,0,4,1.9,4,1
4,2,5,2,4,4,2,2,3,3,2,3.1,3,0.666666667
2,1,4,1,2,3,4,0,1,1,1,1.9,1,1
3,3,2,3,2,3,1,3,4,1,2,2.5,3,0.666666667
3,1,3,1,4,3,4,2,3,2,2,2.6,2,1
2,4,4,2,3,4,1,1,2,0,2,2.3,3,0.666666667
1,0,3,0,1,0,1,0,1,0,1,0.7,2,0.5
2,3,5,2,4,3,4,1,4,3,3,3.1,3,1
2,3,4,1,4,3,4,0,2,1,1,2.4,2,0.5
3,4,5,3,4,3,5,1,3,2,2,3.3,2,1
2,1,2,1,1,3,4,1,1,1,1,1.7,2,0.5
3,3,4,1,4,3,4,1,1,2,2,2.6,2,1
2,2,2,1,3,2,3,0,2,1,1,1.8,7,0.142857143
3,2,4,2,3,3,4,2,4,3,2,3,3,0.666666667
4,4,4,1,4,3,4,1,3,3,1,3.1,1,1
4,3,3,3,4,3,3,1,4,1,1,2.9,3,0.333333333
1,0,1,1,2,1,2,0,1,0,1,0.9,1,1
3,1,3,0,3,1,2,0,5,0,1,1.8,4,0.25
3,4,5,2,4,3,2,1,4,3,3,3.1,6,0.5
3,1,2,0,3,2,1,4,1,0,2,1.7,3,0.666666667
2,3,3,4,3,4,2,4,5,2,1,3.2,1,1
4,3,3,3,4,4,3,1,4,2,1,3.1,2,0.5
3,2,5,2,4,4,2,1,4,4,1,3.1,3,0.333333333
1,0,2,2,2,3,1,2,4,0,2,1.7,4,0.5
2,2,2,2,5,4,4,1,2,3,2,2.7,2,1
4,3,3,3,4,4,3,3,5,3,2,3.5,3,0.666666667
2,0,2,0,2,4,2,0,2,0,2,1.4,2,1
2,3,4,2,2,4,1,1,2,0,1,2.1,2,0.5
2,4,3,3,4,3,2,0,3,2,1,2.6,2,0.5
4,3,4,3,5,3,5,3,4,3,1,3.7,2,0.5
2,1,4,1,4,3,3,3,2,1,4,2.4,11,0.363636364
2,1,3,2,3,3,3,2,3,0,1,2.2,3,0.333333333
2,1,2,0,1,3,1,0,1,0,1,1.1,2,0.5
4,3,3,2,3,2,3,2,4,3,1,2.9,1,1
2,4,5,4,5,4,2,4,5,4,2,3.9,3,0.666666667
4,4,5,2,5,4,5,2,4,4,1,3.9,2,0.5
5,4,1,4,1,3,2,4,4,3,1,3.1,1,1
2,3,4,3,4,4,4,3,4,2,1,3.3,1,1
4,1,5,3,5,4,5,1,4,3,2,3.5,11,0.181818182
4,4,5,4,5,4,5,3,4,4,1,4.2,4,0.25
1,0,2,0,5,4,5,0,1,0,1,1.8,2,0.5
1,0,3,0,2,1,1,4,4,0,2,1.6,2,1
3,2,3,2,3,3,3,2,4,1,1,2.6,1,1
3,2,2,1,2,3,4,0,2,2,1,2.1,3,0.333333333
1,0,1,2,1,0,1,0,4,0,2,1,1,2
4,4,5,3,5,4,4,3,4,3,2,3.9,3,0.666666667
2,1,4,2,4,2,2,2,4,1,3,2.4,4,0.75
2,1,2,1,2,3,2,1,2,0,3,1.6,3,1
4,3,3,2,4,3,4,3,4,2,1,3.2,1,1
3,2,3,1,4,2,4,0,3,2,1,2.4,1,1
1,3,3,1,2,2,2,1,2,1,2,1.8,2,1
1,4,3,1,2,4,1,0,2,2,2,2,2,1
3,2,1,2,3,2,3,2,3,2,1,2.3,1,1
1,0,3,2,4,1,1,0,2,3,1,1.7,1,1
4,2,3,2,4,3,4,1,3,3,1,2.9,2,0.5
4,4,1,3,2,3,3,3,5,0,2,2.8,3,0.666666667
4,4,4,3,4,0,5,3,5,3,2,3.5,2,1
1,1,1,1,1,4,1,2,3,0,2,1.5,2,1
1,3,2,1,3,3,1,0,1,0,1,1.5,2,0.5
3,3,4,3,2,3,3,3,4,1,2,2.9,3,0.666666667
3,2,4,2,3,4,2,1,2,1,2,2.4,4,0.5
1,2,3,4,3,4,1,4,5,0,1,2.7,4,0.25
3,2,3,4,3,4,4,0,3,1,1,2.7,2,0.5
1,0,2,0,1,4,1,0,1,0,2,1,4,0.5
1,3,2,1,2,2,1,0,1,0,2,1.3,3,0.666666667
1,0,3,0,1,0,1,0,2,0,3,0.8,3,1
0,3,5,4,4,3,3,3,5,2,1,3.2,2,0.5
4,3,4,3,5,3,5,2,2,4,1,3.5,11,0.090909091
3,4,4,3,4,3,3,2,3,3,2,3.2,2,1
1,3,5,0,5,0,1,4,4,0,4,2.3,4,1
1,2,2,2,4,3,2,1,3,2,5,2.2,8,0.625
4,4,4,3,4,4,4,1,2,2,2,3.2,2,1
1,0,1,1,2,0,1,2,4,0,1,1.2,1,1
3,3,3,2,5,4,3,4,5,2,2,3.4,2,1
3,2,3,2,3,3,4,1,2,1,3,2.4,4,0.75
3,4,5,4,5,4,4,3,4,3,2,3.9,2,1
3,4,4,3,5,2,5,3,5,1,1,3.5,2,0.5
3,2,3,3,2,2,3,1,2,3,3,2.4,3,1
3,2,3,2,3,3,3,2,3,2,1,2.6,2,0.5
2,0,1,3,3,2,2,4,4,0,3,2.1,3,1
3,3,3,3,4,3,4,2,4,2,1,3.1,2,0.5
4,4,5,4,5,4,5,4,5,4,3,4.4,3,1
4,2,4,1,4,2,4,2,3,2,2,2.8,3,0.666666667
4,4,4,3,4,4,4,2,4,3,2,3.6,3,0.666666667
1,2,2,1,3,3,1,0,1,1,1,1.5,1,1
5,4,5,4,5,4,5,4,5,4,1,4.5,2,0.5
4,2,4,3,4,3,4,2,4,2,2,3.2,2,1
2,1,2,0,2,1,1,3,1,0,1,1.3,1,1
4,4,2,3,4,4,5,3,3,2,1,3.4,2,0.5
4,4,2,3,4,3,2,3,5,3,2,3.3,2,1
1,2,4,2,2,1,2,1,1,0,1,1.6,3,0.333333333
4,3,4,2,4,3,4,4,5,3,2,3.6,2,1
1,0,4,1,3,2,3,0,1,0,1,1.5,6,0.166666667
4,3,3,3,3,2,3,2,5,2,2,3,2,1
3,4,5,2,5,3,4,2,2,3,2,3.3,3,0.666666667
3,0,2,0,2,1,1,0,2,1,1,1.2,3,0.333333333
3,3,2,3,3,4,1,4,4,1,3,2.8,3,1
1,1,3,1,3,3,1,0,1,0,2,1.4,3,0.666666667
2,3,4,3,4,3,4,3,4,2,2,3.2,2,1
1,1,2,2,2,3,1,2,3,1,1,1.8,3,0.333333333
1,2,3,1,2,3,4,0,1,0,1,1.7,2,0.5
3,2,4,1,3,3,4,1,3,2,2,2.6,2,1
2,3,3,2,3,3,3,1,2,2,3,2.4,3,1
3,1,3,2,3,3,2,1,3,2,1,2.3,3,0.333333333
2,1,2,1,2,2,1,0,2,5,2,1.8,2,1
1,0,1,0,1,0,1,0,1,0,1,0.5,2,0.5
3,4,5,4,5,4,5,0,5,4,2,3.9,3,0.666666667
4,2,3,4,2,4,1,3,2,0,1,2.5,4,0.25
3,3,3,2,4,4,2,3,4,1,1,2.9,3,0.333333333
5,4,5,4,5,4,5,4,5,4,1,4.5,3,0.333333333
3,2,2,3,4,3,3,0,2,2,1,2.4,3,0.333333333
5,3,3,4,5,4,5,4,5,2,1,4,2,0.5
4,3,5,2,5,3,3,3,5,2,2,3.5,3,0.666666667
3,3,3,1,3,4,2,2,3,1,3,2.5,4,0.75
3,3,4,3,3,3,4,1,3,1,2,2.8,3,0.666666667
2,3,2,1,4,1,2,1,1,1,1,1.8,1,1
2,3,4,3,5,2,4,2,3,4,3,3.2,3,1
2,2,4,2,1,4,1,1,3,1,3,2.1,3,1
3,2,4,3,4,3,4,2,4,2,1,3.1,2,0.5
5,3,3,3,4,3,1,3,4,0,2,2.9,3,0.666666667
3,2,3,2,4,1,3,1,2,2,1,2.3,3,0.333333333
1,1,3,0,1,0,1,0,4,1,1,1.2,2,0.5
1,1,2,5,3,4,1,1,1,0,2,1.9,3,0.666666667
4,2,3,2,4,3,4,3,4,2,2,3.1,2,1
1,1,2,0,2,2,1,0,1,0,2,1,2,1
2,1,3,0,2,1,1,1,2,0,1,1.3,1,1
2,3,2,3,4,3,2,1,2,1,1,2.3,3,0.333333333
1,1,3,0,2,2,4,0,1,0,4,1.4,4,1
5,4,5,3,5,4,5,4,5,3,1,4.3,3,0.333333333
3,3,3,2,4,3,4,1,2,3,1,2.8,3,0.333333333
2,0,3,0,3,1,1,0,3,0,1,1.3,3,0.333333333
1,2,4,1,4,4,1,0,1,2,4,2,8,0.5
3,2,2,2,2,0,0,0,1,1,1,1.3,2,0.5
3,2,3,2,1,3,3,1,3,1,1,2.2,3,0.333333333
3,4,1,3,5,2,5,1,5,2,2,3.1,2,1
2,0,1,0,1,0,1,0,2,0,5,0.7,6,0.833333333
2,3,4,3,5,3,4,2,4,3,2,3.3,3,0.666666667
3,1,4,1,3,2,3,0,2,1,1,2,1,1
2,4,4,3,3,3,3,1,4,2,2,2.9,2,1
4,3,5,3,4,3,3,3,4,1,1,3.3,3,0.333333333
1,1,1,1,1,2,1,2,3,0,2,1.3,2,1
1,3,3,1,3,2,1,3,4,0,1,2.1,2,0.5
5,4,5,4,5,4,3,4,5,0,1,3.9,2,0.5
3,2,4,1,4,3,4,2,4,1,2,2.8,8,0.25
1,1,2,3,3,3,1,1,3,1,2,1.9,3,0.666666667
3,1,4,1,2,2,3,1,2,1,1,2,3,0.333333333
2,1,3,2,3,0,1,4,1,0,1,1.7,2,0.5
5,2,1,1,4,3,5,4,4,2,2,3.1,2,1
4,3,4,1,5,3,5,2,2,3,1,3.2,1,1
2,0,2,0,2,3,1,0,1,1,1,1.2,3,0.333333333
1,0,3,1,1,5,2,0,2,1,3,1.6,3,1
2,3,5,4,5,3,5,3,4,2,1,3.6,3,0.333333333
3,2,5,2,5,4,2,2,4,2,1,3.1,4,0.25
2,1,2,1,3,3,2,3,5,0,1,2.2,2,0.5
3,3,5,3,4,3,5,2,3,2,2,3.3,2,1
1,2,4,1,2,3,2,0,5,3,2,2.3,4,0.5
4,3,5,4,5,3,5,3,4,3,2,3.9,2,1
2,3,4,2,1,3,1,2,3,1,1,2.2,3,0.333333333
2,2,3,3,3,2,3,0,4,1,3,2.3,3,1
4,1,2,2,4,4,4,3,4,2,1,3,1,1
2,2,2,1,2,3,3,1,2,1,2,1.9,3,0.666666667
5,1,4,1,4,2,3,1,3,1,2,2.5,5,0.4
4,3,5,3,3,4,3,4,5,3,1,3.7,2,0.5
4,2,3,1,5,2,4,0,4,1,1,2.6,5,0.2
4,4,2,1,2,3,5,1,2,1,8,2.5,8,1
5,4,3,3,4,4,5,2,4,2,2,3.6,2,1
4,3,5,3,5,4,4,3,5,3,1,3.9,2,0.5
4,1,5,4,4,4,4,3,5,4,1,3.8,2,0.5
2,2,1,2,2,3,1,1,3,1,1,1.8,2,0.5
1,1,2,1,2,3,1,0,1,0,1,1.2,1,1
2,1,2,1,2,2,2,1,3,1,1,1.7,1,1
4,4,5,3,5,4,5,4,4,4,5,4.2,5,1
3,3,4,2,4,4,3,2,4,3,1,3.2,2,0.5
5,4,4,4,5,4,5,1,5,4,2,4.1,3,0.666666667
2,1,3,1,3,1,3,2,4,2,2,2.2,4,0.5
2,1,3,1,3,3,1,2,4,0,1,2,1,1
1,1,2,1,1,1,1,0,1,0,1,0.9,2,0.5
3,4,5,2,4,4,4,2,3,3,1,3.4,3,0.333333333
3,2,2,1,4,0,1,0,1,0,1,1.4,4,0.25
3,2,3,2,2,2,2,2,4,1,2,2.3,2,1
4,3,3,1,2,3,1,1,2,0,1,2,1,1
3,2,3,2,4,2,2,2,3,1,2,2.4,2,1
4,2,4,0,4,1,3,3,4,1,1,2.6,2,0.5
4,4,5,3,4,3,4,3,2,3,2,3.5,2,1
2,3,2,1,2,3,1,0,1,0,2,1.5,3,0.666666667
4,2,2,1,3,3,2,3,3,2,1,2.5,1,1
4,4,2,2,4,4,4,3,5,1,2,3.3,3,0.666666667
3,1,4,2,3,2,2,1,4,0,1,2.2,2,0.5
3,2,2,2,2,1,3,3,2,0,2,2,3,0.666666667
3,0,3,1,1,4,2,0,1,1,2,1.6,4,0.5
3,4,1,4,4,4,2,4,5,1,1,3.2,2,0.5
1,4,1,0,1,4,1,4,2,0,1,1.8,2,0.5
1,0,1,0,1,1,1,0,1,0,2,0.6,2,1
1,0,1,0,1,0,1,0,1,0,1,0.5,3,0.333333333
2,3,3,1,3,3,1,2,2,3,2,2.3,3,0.666666667
4,2,5,3,4,3,3,3,4,0,2,3.1,3,0.666666667
1,0,1,0,1,0,1,0,1,0,5,0.5,5,1
2,4,2,1,2,1,1,1,4,0,2,1.8,2,1
2,2,3,0,3,4,2,3,3,2,1,2.4,4,0.25
4,4,5,3,5,4,5,1,3,4,11,3.8,11,1
4,4,4,4,5,4,5,4,4,4,3,4.2,3,1
3,2,5,2,5,3,1,3,5,0,3,2.9,3,1
3,3,3,1,4,4,1,2,2,0,4,2.3,6,0.666666667
5,4,5,3,5,4,5,3,5,4,1,4.3,4,0.25
1,1,2,1,4,3,2,3,4,1,1,2.2,2,0.5
2,2,4,1,3,2,3,1,4,2,3,2.4,3,1
1,3,2,1,1,1,1,0,4,2,1,1.6,2,0.5
1,2,2,0,2,1,1,1,1,0,1,1.1,1,1
3,3,3,2,3,3,3,1,3,1,2,2.5,2,1
1,2,3,1,5,2,5,2,5,0,3,2.6,4,0.75
3,4,4,3,5,4,3,3,4,4,2,3.7,2,1
1,1,4,3,5,3,1,0,5,1,2,2.4,2,1
4,4,3,1,1,3,1,0,3,0,2,2,4,0.5
3,2,4,3,4,3,4,0,3,2,3,2.8,3,1
2,1,3,1,2,2,1,0,2,0,9,1.4,10,0.9
4,2,4,1,5,4,5,2,3,0,1,3,1,1
3,4,5,3,5,3,3,3,4,4,1,3.7,4,0.25
1,1,4,1,2,1,3,0,1,0,1,1.4,2,0.5
3,2,4,2,4,3,4,1,2,2,8,2.7,9,0.888888889
1,2,2,1,2,0,2,0,1,0,7,1.1,10,0.7
5,2,2,1,4,1,1,2,3,0,2,2.1,2,1
4,2,5,4,2,1,5,2,5,3,5,3.3,5,1
1,0,3,0,3,3,1,0,1,0,2,1.2,3,0.666666667
1,4,1,0,1,0,1,0,1,0,2,0.9,2,1
3,2,3,2,4,3,3,2,4,1,1,2.7,2,0.5
2,0,2,0,2,1,2,0,1,0,2,1,2,1
2,1,3,3,2,1,2,1,3,1,1,1.9,3,0.333333333
1,4,4,3,4,2,4,3,4,3,4,3.2,4,1
1,2,2,1,1,2,2,2,3,0,2,1.6,2,1
1,3,2,1,3,4,1,0,2,0,1,1.7,1,1
2,4,2,3,4,3,3,3,5,0,1,2.9,2,0.5
2,3,4,3,4,3,2,1,4,1,2,2.7,2,1
1,1,2,0,2,1,1,0,1,0,1,0.9,2,0.5
3,3,5,2,3,2,4,3,5,3,1,3.3,2,0.5
3,0,3,0,2,0,4,0,5,0,3,1.7,3,1
4,2,2,1,4,1,4,1,2,3,2,2.4,2,1
3,4,4,2,5,4,4,2,5,3,2,3.6,3,0.666666667
2,3,4,2,4,3,2,2,3,1,1,2.6,3,0.333333333
1,1,2,1,2,1,1,1,4,1,1,1.5,3,0.333333333
4,3,4,2,5,4,2,1,4,1,1,3,2,0.5
3,2,4,2,4,1,3,1,4,1,1,2.5,4,0.25
2,4,5,1,4,4,5,1,5,1,1,3.2,4,0.25
4,4,3,3,5,4,5,2,2,0,2,3.2,2,1
3,0,3,0,4,0,1,0,1,0,1,1.2,3,0.333333333
4,4,5,3,4,4,4,3,5,3,2,3.9,2,1
3,2,2,3,2,3,1,3,3,1,1,2.3,2,0.5
2,3,5,3,4,4,4,3,5,4,1,3.7,3,0.333333333
4,4,5,4,4,4,1,4,5,0,1,3.5,1,1
4,4,4,3,5,4,5,2,5,4,1,4,1,1
2,3,5,4,4,3,3,2,5,3,4,3.4,5,0.8
2,0,3,1,2,0,2,1,1,0,3,1.2,4,0.75
3,1,2,1,3,2,3,1,3,1,1,2,1,1
4,0,5,3,2,3,1,1,5,3,1,2.7,3,0.333333333
4,0,2,1,2,0,5,3,4,3,2,2.4,2,1
1,0,2,0,2,1,1,0,2,0,3,0.9,4,0.75
4,4,4,2,4,3,5,1,4,2,3,3.3,3,1
3,1,3,2,3,4,3,1,4,3,2,2.7,2,1
1,1,1,1,2,3,1,1,1,1,3,1.3,3,1
4,3,5,3,5,3,4,3,4,2,4,3.6,4,1
3,1,4,0,3,1,4,0,2,0,3,1.8,3,1
2,2,2,3,2,2,2,0,2,0,1,1.7,2,0.5
3,3,3,2,3,2,3,2,3,2,1,2.6,2,0.5
4,4,5,4,5,4,5,4,5,4,4,4.4,4,1
3,3,4,3,4,4,4,3,4,3,1,3.5,3,0.333333333
5,4,4,4,4,4,4,3,5,4,3,4.1,5,0.6
2,4,2,3,3,3,1,1,3,1,2,2.3,2,1
1,2,4,2,3,3,2,1,3,0,3,2.1,4,0.75
5,4,4,3,5,4,5,3,5,3,1,4.1,1,1
1,1,2,1,2,3,2,1,2,1,2,1.6,3,0.666666667
2,2,3,1,3,1,3,0,2,1,1,1.8,2,0.5
3,0,2,1,2,1,1,0,1,0,1,1.1,1,1
5,4,4,4,4,4,3,3,3,3,1,3.7,2,0.5
2,2,4,2,4,2,2,3,4,0,2,2.5,11,0.181818182
3,3,4,3,4,3,2,2,5,1,3,3,11,0.272727273
3,2,3,2,5,3,3,0,2,1,1,2.4,2,0.5
3,3,3,3,5,4,5,1,4,3,2,3.4,2,1
4,4,4,4,2,2,4,0,5,4,1,3.3,2,0.5
3,0,4,0,1,4,1,2,3,0,1,1.8,2,0.5
1,1,1,2,3,1,1,1,1,1,1,1.3,1,1
1,1,1,1,2,3,1,0,1,0,2,1.1,3,0.666666667
4,2,2,2,4,2,3,0,2,0,1,2.1,6,0.166666667
2,2,2,1,3,3,3,1,2,2,1,2.1,7,0.142857143
1,3,4,0,2,4,4,0,1,1,1,2,2,0.5
2,1,3,0,2,2,2,1,3,1,1,1.7,3,0.333333333
2,0,2,1,1,0,2,1,1,0,2,1,3,0.666666667
1,1,2,1,2,2,1,0,1,0,1,1.1,2,0.5
1,1,2,1,2,1,1,0,1,1,2,1.1,3,0.666666667
5,4,1,1,2,3,2,0,1,1,1,2,5,0.2
4,3,4,3,5,4,5,4,4,4,3,4,3,1
4,3,4,3,5,4,4,2,3,2,2,3.4,2,1
2,2,3,1,4,2,3,0,3,0,2,2,3,0.666666667
4,3,5,4,3,4,2,3,4,1,1,3.3,3,0.333333333
1,1,2,0,3,2,4,0,1,0,9,1.4,9,1
2,1,3,1,3,3,1,0,2,0,1,1.6,2,0.5
3,2,3,1,3,1,4,0,2,1,1,2,2,0.5
2,0,2,1,1,2,1,0,2,0,1,1.1,2,0.5
1,3,4,3,5,4,4,2,3,3,1,3.2,3,0.333333333
1,3,2,0,4,2,1,0,2,0,2,1.5,2,1
2,2,1,1,1,3,3,2,2,0,6,1.7,6,1
4,4,4,4,3,4,2,4,5,4,1,3.8,2,0.5
2,2,2,2,2,3,2,2,3,0,2,2,2,1
2,1,4,1,4,1,4,1,4,3,1,2.5,1,1
1,2,5,2,2,4,1,1,3,0,2,2.1,2,1
2,3,4,1,3,1,1,1,2,0,1,1.8,1,1
1,1,2,0,3,1,2,0,1,0,2,1.1,2,1
1,1,2,4,2,4,1,3,5,0,1,2.3,1,1
1,1,1,2,1,2,1,1,1,0,1,1.1,2,0.5
1,2,1,2,1,1,1,0,3,0,1,1.2,4,0.25
